Column1,Column3,Column4,Column5,Column6,Column7,Column8
284/91/14,148.94,7.846,-0.467,0.729,11.085,2.8
284/124/6,143.316,7.642,1.138,1.686,-10.526,2.8
284/124/7,214.52,12.092,1.756,2.6,-16.692,2.8
284/124/8,150.711,8.883,1.242,1.838,-12.325,2.8
284/124/9,145.428,7.997,1.168,1.73,-11.04,2.8
284/124/13,140.822,6.907,2.698,3.886,-9.397,2.8
284/124/14,142.64,7.846,-0.467,-0.579,-10.884,2.8
286/90/6,220.785,5.629,3.876,-5.447,8.152,2.8
286/90/7,331.287,9.024,5.831,-8.196,13.015,2.8
286/90/8,234.75,6.678,4.18,-5.878,9.552,2.8
286/90/9,224.775,5.929,3.963,-5.57,8.552,2.8
286/90/13,217.931,5.39,5.407,-7.56,7.833,2.8
286/90/14,217.655,5.419,2.214,-3.149,7.87,2.8
286/123/6,214.485,5.629,3.876,5.405,-7.609,2.8
286/123/7,322.782,9.024,5.831,8.13,-12.253,2.8
286/123/8,228.45,6.678,4.18,5.826,-9.147,2.8
286/123/9,218.475,5.929,3.963,5.525,-8.048,2.8
286/123/13,211.631,5.39,5.407,7.578,-7.257,2.8
286/123/14,211.355,5.419,2.214,3.05,-7.302,2.8
288/89/6,110.601,7.157,-0.663,0.842,10.204,2.8
288/89/7,164.195,11.422,-1.05,1.341,16.242,2.8
288/89/8,114.096,8.418,-0.739,0.945,11.9,2.8
288/89/9,111.6,7.517,-0.684,0.872,10.689,2.8
288/89/13,110.043,7.298,0.951,-1.397,10.338,2.8
288/89/14,109.662,6.474,-2.244,3.038,9.344,2.8
288/122/6,104.301,7.157,-0.663,-1.013,-9.834,2.8
288/122/7,155.69,11.422,-1.05,-1.598,-15.74,2.8
288/122/8,107.796,8.418,-0.739,-1.124,-11.672,2.8
288/122/9,105.3,7.517,-0.684,-1.045,-10.359,2.8
288/122/13,103.743,7.298,0.951,1.266,-10.096,2.8
288/122/14,103.362,6.474,-2.244,-3.245,-8.785,2.8
290/88/6,129.905,3.548,-11.681,16.468,4.964,2.8
290/88/7,192.526,5.491,-17.794,25.081,7.677,2.8
290/88/8,137.511,3.981,-12.841,18.093,5.558,2.8
290/88/9,132.078,3.672,-12.012,16.932,5.133,2.8
290/88/13,129.329,5.158,-10.219,14.473,7.147,2.8
290/88/14,127.221,1.751,-12.645,17.765,2.525,2.8
290/121/6,123.605,3.548,-11.681,-16.238,-4.97,2.8
290/121/7,184.021,5.491,-17.794,-24.744,-7.698,2.8
290/121/8,131.211,3.981,-12.841,-17.862,-5.59,2.8
290/121/9,125.778,3.672,-12.012,-16.702,-5.147,2.8
290/121/13,123.029,5.158,-10.219,-14.14,-7.296,2.8
290/121/14,120.921,1.751,-12.645,-17.641,-2.378,2.8
291/87/6,300.203,-5.342,26.756,-37.706,-7.411,2.8
291/87/7,448.604,-8.17,40.485,-57.049,-11.331,2.8
291/87/8,322.93,-5.903,29.164,-41.1,-8.189,2.8
291/87/9,306.696,-5.502,27.444,-38.675,-7.633,2.8
291/87/13,296.731,-7.406,24.312,-34.322,-10.253,2.8
291/87/14,293.934,-3.037,28.169,-39.634,-4.235,2.8
291/120/6,293.903,-5.342,26.756,37.212,7.547,2.8
291/120/7,440.099,-8.17,40.485,56.308,11.544,2.8
291/120/8,316.63,-5.903,29.164,40.56,8.339,2.8
291/120/9,300.396,-5.502,27.444,38.169,7.773,2.8
291/120/13,290.431,-7.406,24.312,33.752,10.485,2.8
291/120/14,287.634,-3.037,28.169,39.238,4.27,2.8
294/86/6,18.785,-8.875,-0.563,0.791,-12.246,2.8
294/86/7,25.624,-13.991,-0.892,1.252,-19.308,2.8
294/86/8,15.514,-10.137,-0.615,0.864,-13.997,2.8
294/86/9,17.85,-9.236,-0.578,0.812,-12.747,2.8
294/86/13,19.18,-9.168,-3.211,4.473,-12.606,2.8
294/86/14,19.792,-8.042,2.108,-2.924,-11.135,2.8
294/119/6,12.485,-8.875,-0.563,-0.785,12.605,2.8
294/119/7,17.119,-13.991,-0.892,-1.245,19.866,2.8
294/119/8,9.214,-10.137,-0.615,-0.859,14.387,2.8
294/119/9,11.55,-9.236,-0.578,-0.806,13.114,2.8
294/119/13,12.88,-9.168,-3.211,-4.518,13.064,2.8
294/119/14,13.492,-8.042,2.108,2.98,11.381,2.8
299/84/6,315.491,-1.577,-29.411,41.363,-2.267,2.8
299/84/7,471.226,-2.491,-44.611,62.737,-3.573,2.8
299/84/8,339.203,-1.802,-32.168,45.239,-2.587,2.8
299/84/9,322.266,-1.641,-30.199,42.471,-2.358,2.8
299/84/13,312.023,-0.984,-31.068,43.637,-1.444,2.8
299/84/14,308.797,-2.073,-26.573,37.427,-2.952,2.8
299/117/6,309.191,-1.577,-29.411,-40.989,2.149,2.8
299/117/7,462.721,-2.491,-44.611,-62.175,3.403,2.8
299/117/8,332.903,-1.802,-32.168,-44.83,2.459,2.8
299/117/9,315.966,-1.641,-30.199,-42.086,2.238,2.8
299/117/13,305.723,-0.984,-31.068,-43.354,1.311,2.8
299/117/14,302.497,-2.073,-26.573,-36.978,2.854,2.8
301/83/6,276.548,0.831,8.174,-11.671,1.11,2.8
301/83/7,414.937,1.178,12.245,-17.484,1.574,2.8
301/83/8,297.224,0.868,8.859,-12.65,1.159,2.8
301/83/9,282.455,0.841,8.37,-11.95,1.124,2.8
301/83/13,270.19,1.341,6.365,-9.16,1.815,2.8
301/83/14,274.045,0.305,9.69,-13.762,0.385,2.8
301/116/6,270.248,0.831,8.174,11.217,-1.215,2.8
301/116/7,406.432,1.178,12.245,16.801,-1.723,2.8
301/116/8,290.924,0.868,8.859,12.156,-1.272,2.8
301/116/9,276.155,0.841,8.37,11.485,-1.232,2.8
301/116/13,263.89,1.341,6.365,8.662,-1.939,2.8
301/116/14,267.745,0.305,9.69,13.37,-0.468,2.8
305/81/6,26.969,-7.771,-5.653,7.972,-10.794,2.8
305/81/7,38.363,-12.205,-8.619,12.152,-16.953,2.8
305/81/8,25.411,-8.837,-6.207,8.752,-12.278,2.8
305/81/9,26.524,-8.075,-5.811,8.195,-11.218,2.8
305/81/13,28.385,-6.309,-7.355,10.34,-8.796,2.8
305/81/14,26.22,-8.776,-3.714,5.27,-12.155,2.8
305/114/6,20.669,-7.771,-5.653,-7.856,10.965,2.8
305/114/7,29.858,-12.205,-8.619,-11.981,17.219,2.8
305/114/8,19.111,-8.837,-6.207,-8.627,12.464,2.8
305/114/9,20.224,-8.075,-5.811,-8.076,11.393,2.8
305/114/13,22.085,-6.309,-7.355,-10.254,8.868,2.8
305/114/14,19.92,-8.776,-3.714,-5.128,12.419,2.8
308/80/6,267.285,-4.484,-18.276,25.915,-6.238,2.8
308/80/7,397.948,-6.847,-27.642,39.191,-9.523,2.8
308/80/8,286.607,-4.982,-19.913,28.236,-6.931,2.8
308/80/9,272.806,-4.626,-18.744,26.578,-6.436,2.8
308/80/13,260.537,-2.089,-19.213,27.192,-2.948,2.8
308/80/14,265.753,-6.665,-16.638,23.643,-9.23,2.8
308/113/6,260.985,-4.484,-18.276,-25.258,6.317,2.8
308/113/7,389.443,-6.847,-27.642,-38.206,9.648,2.8
308/113/8,280.307,-4.982,-19.913,-27.521,7.017,2.8
308/113/9,266.506,-4.626,-18.744,-25.904,6.517,2.8
308/113/13,254.237,-2.089,-19.213,-26.604,2.901,2.8
308/113/14,259.453,-6.665,-16.638,-22.942,9.433,2.8
310/79/6,325.341,-0.743,24.505,-34.613,-1.13,2.8
310/79/7,489.395,-1.12,37.505,-52.969,-1.702,2.8
310/79/8,351.246,-0.794,26.927,-38.033,-1.209,2.8
310/79/9,332.742,-0.758,25.197,-35.59,-1.152,2.8
310/79/13,319.958,-3.536,23.317,-32.963,-5.022,2.8
310/79/14,319.622,2.072,24.656,-34.796,2.797,2.8
310/112/6,319.041,-0.743,24.505,34.002,0.951,2.8
310/112/7,480.89,-1.12,37.505,52.045,1.434,2.8
310/112/8,344.946,-0.794,26.927,37.362,1.015,2.8
310/112/9,326.442,-0.758,25.197,34.962,0.97,2.8
310/112/13,313.658,-3.536,23.317,32.324,4.88,2.8
310/112/14,313.322,2.072,24.656,34.239,-3.005,2.8
313/78/6,21.414,8.842,12.253,-17.243,12.307,2.8
313/78/7,29.152,13.429,18.809,-26.466,18.692,2.8
313/78/8,16.873,9.615,13.575,-19.104,13.383,2.8
313/78/9,20.116,9.063,12.631,-17.775,12.614,2.8
313/78/13,21.167,8.04,10.986,-15.484,11.261,2.8
313/78/14,23.606,9.311,12.955,-18.205,12.892,2.8
313/111/6,15.114,8.842,12.253,17.066,-12.449,2.8
313/111/7,20.647,13.429,18.809,26.2,-18.909,2.8
313/111/8,10.573,9.615,13.575,18.905,-13.54,2.8
313/111/9,13.816,9.063,12.631,17.592,-12.761,2.8
313/111/13,14.867,8.04,10.986,15.276,-11.252,2.8
313/111/14,17.306,9.311,12.955,18.069,-13.179,2.8
318/75/6,490.757,-9.788,24.017,-33.002,-13.558,2.8
318/75/7,745.133,-15.086,37.135,-51.057,-20.906,2.8
318/75/8,531.429,-10.926,26.866,-36.994,-15.16,2.8
318/75/9,502.377,-10.113,24.831,-34.142,-14.016,2.8
318/75/13,484.455,-10.706,22.788,-31.357,-14.716,2.8
318/75/14,479.627,-8.382,24.025,-32.936,-11.714,2.8
318/108/6,479.557,-9.788,24.017,34.245,13.848,2.8
318/108/7,730.013,-15.086,37.135,52.919,21.335,2.8
318/108/8,520.229,-10.926,26.866,38.232,15.433,2.8
318/108/9,491.177,-10.113,24.831,35.384,14.301,2.8
318/108/13,473.255,-10.706,22.788,32.449,15.261,2.8
318/108/14,468.427,-8.382,24.025,34.333,11.756,2.8
322/73/6,495.875,-2.711,-20.078,27.413,-3.83,2.8
322/73/7,753.905,-4.168,-31.175,42.601,-5.886,2.8
322/73/8,537.191,-2.997,-22.574,30.902,-4.235,2.8
322/73/9,507.68,-2.793,-20.791,28.41,-3.946,2.8
322/73/13,486.595,-1.396,-20.256,27.596,-2.082,2.8
322/73/14,487.449,-3.903,-18.829,25.735,-5.404,2.8
322/106/6,484.675,-2.711,-20.078,-28.804,3.76,2.8
322/106/7,738.785,-4.168,-31.175,-44.688,5.786,2.8
322/106/8,525.991,-2.997,-22.574,-32.306,4.157,2.8
322/106/9,496.48,-2.793,-20.791,-29.805,3.874,2.8
322/106/13,475.395,-1.396,-20.256,-29.121,1.827,2.8
322/106/14,476.249,-3.903,-18.829,-26.987,5.524,2.8
325/72/6,212.991,-0.323,10.323,-14.455,-0.554,2.8
325/72/7,319.014,-0.467,15.96,-22.347,-0.81,2.8
325/72/8,228.547,-0.338,11.544,-16.168,-0.586,2.8
325/72/9,217.435,-0.327,10.672,-14.945,-0.563,2.8
325/72/13,210.114,-3.142,9.946,-13.928,-4.483,2.8
325/72/14,209.2,2.503,10.176,-14.249,3.388,2.8
325/105/6,206.691,-0.323,10.323,14.448,0.349,2.8
325/105/7,310.509,-0.467,15.96,22.34,0.497,2.8
325/105/8,222.247,-0.338,11.544,16.156,0.36,2.8
325/105/9,211.135,-0.327,10.672,14.936,0.352,2.8
325/105/13,203.814,-3.142,9.946,13.919,4.314,2.8
325/105/14,202.9,2.503,10.176,14.244,-3.62,2.8
331/68/6,26.373,5.598,-2.383,3.384,7.728,2.8
331/68/7,37.406,8.64,-3.721,5.278,11.93,2.8
331/68/8,23.874,6.316,-2.669,3.786,8.725,2.8
331/68/9,25.659,5.803,-2.465,3.499,8.013,2.8
331/68/13,26.264,6.657,-2.372,3.365,9.161,2.8
331/68/14,27.553,4.23,-2.272,3.23,5.867,2.8
331/101/6,20.073,5.598,-2.383,-3.289,-7.946,2.8
331/101/7,28.901,8.64,-3.721,-5.142,-12.262,2.8
331/101/8,17.574,6.316,-2.669,-3.686,-8.961,2.8
331/101/9,19.359,5.803,-2.465,-3.403,-8.236,2.8
331/101/13,19.964,6.657,-2.372,-3.276,-9.478,2.8
331/101/14,21.253,4.23,-2.272,-3.132,-5.978,2.8
334/67/6,294.818,3.06,-18.333,25.939,4.242,2.8
334/67/7,442.522,4.653,-28.088,39.735,6.453,2.8
334/67/8,317.227,3.369,-20.198,28.577,4.671,2.8
334/67/9,301.221,3.148,-18.866,26.692,4.365,2.8
334/67/13,289.229,5.992,-18.088,25.589,8.335,2.8
334/67/14,290.803,-0.005,-17.778,25.157,-0.034,2.8
334/100/6,288.518,3.06,-18.333,-25.393,-4.325,2.8
334/100/7,434.017,4.653,-28.088,-38.911,-6.575,2.8
334/100/8,310.927,3.369,-20.198,-27.978,-4.761,2.8
334/100/9,294.921,3.148,-18.866,-26.132,-4.449,2.8
334/100/13,282.929,5.992,-18.088,-25.056,-8.442,2.8
334/100/14,284.503,-0.005,-17.778,-24.622,-0.02,2.8
335/47/6,461.299,2.077,-9.125,18.158,4.244,3.05
335/47/7,688.78,3.18,-13.781,27.41,6.499,3.05
335/47/8,497.416,2.316,-9.934,19.761,4.731,3.05
335/47/9,471.618,2.145,-9.356,18.616,4.383,3.05
335/47/13,448.57,-1.766,-11.341,21.209,-1.306,3.05
335/47/14,458.55,5.817,-6.562,14.421,9.585,3.05
335/16/6,468.162,2.077,-9.125,-9.672,-2.091,3.05
335/16/7,698.045,3.18,-13.781,-14.621,-3.199,3.05
335/16/8,504.278,2.316,-9.934,-10.539,-2.332,3.05
335/16/9,478.481,2.145,-9.356,-9.92,-2.16,3.05
335/16/13,455.433,-1.766,-11.341,-13.381,4.08,3.05
335/16/14,465.413,5.817,-6.562,-5.592,-8.158,3.05
336/33/6,515.192,-1.252,-9.499,19.022,-2.524,3.05
336/33/7,776.35,-1.903,-14.526,29.085,-3.836,3.05
336/33/8,559.142,-1.38,-10.452,20.927,-2.784,3.05
336/33/9,527.749,-1.288,-9.771,19.566,-2.598,3.05
336/33/13,500.161,-5.5,-9.629,19.132,-8.899,3.05
336/33/14,511.388,3.052,-8.962,18.096,3.962,3.05
336/11/6,522.055,-1.252,-9.499,-9.951,1.294,3.05
336/11/7,785.614,-1.903,-14.526,-15.22,1.969,3.05
336/11/8,566.004,-1.38,-10.452,-10.951,1.425,3.05
336/11/9,534.612,-1.288,-9.771,-10.237,1.331,3.05
336/11/13,507.024,-5.5,-9.629,-10.235,7.877,3.05
336/11/14,518.25,3.052,-8.962,-9.239,-5.346,3.05
337/20/6,360.639,-1.515,-8.688,17.498,-3.06,3.05
337/20/7,539.015,-2.332,-13.178,26.54,-4.707,3.05
337/20/8,389.106,-1.695,-9.502,19.137,-3.424,3.05
337/20/9,368.773,-1.566,-8.92,17.966,-3.164,3.05
337/20/13,359.663,-5.308,-6.131,13.768,-8.509,3.05
337/20/14,349.416,2.355,-10.895,20.526,2.546,3.05
337/1/6,367.502,-1.515,-8.688,-8.999,1.561,3.05
337/1/7,548.28,-2.332,-13.178,-13.652,2.404,3.05
337/1/8,395.969,-1.695,-9.502,-9.844,1.745,3.05
337/1/9,375.635,-1.566,-8.92,-9.24,1.614,3.05
337/1/13,366.526,-5.308,-6.131,-4.933,7.682,3.05
337/1/14,356.278,2.355,-10.895,-12.702,-4.638,3.05
338/26/6,438.029,0.554,-6.372,12.703,1.148,3.05
338/26/7,660.771,0.849,-9.839,19.614,1.761,3.05
338/26/8,476.09,0.629,-7.122,14.201,1.301,3.05
338/26/9,448.904,0.576,-6.587,13.131,1.192,3.05
338/26/13,433.721,-3.759,-5.677,11.633,-5.359,3.05
338/26/14,426.026,4.835,-6.747,13.131,7.589,3.05
338/6/6,444.892,0.554,-6.372,-6.733,-0.542,3.05
338/6/7,670.035,0.849,-9.839,-10.394,-0.83,3.05
338/6/8,482.953,0.629,-7.122,-7.523,-0.617,3.05
338/6/9,455.766,0.576,-6.587,-6.959,-0.564,3.05
338/6/13,440.583,-3.759,-5.677,-5.681,6.107,3.05
338/6/14,432.888,4.835,-6.747,-7.446,-7.159,3.05
339/25/6,191.957,-1.506,0.356,-0.89,-3.371,3.05
339/25/7,282.755,-2.286,0.551,-1.375,-5.128,3.05
339/25/8,204.69,-1.662,0.4,-0.998,-3.725,3.05
339/25/9,195.595,-1.55,0.369,-0.921,-3.472,3.05
339/25/13,189.696,1.809,2.893,-4.581,1.415,3.05
339/25/14,188.762,-4.754,-2.2,2.847,-8.006,3.05
339/5/6,198.82,-1.506,0.356,0.196,1.221,3.05
339/5/7,292.019,-2.286,0.551,0.305,1.845,3.05
339/5/8,211.552,-1.662,0.4,0.223,1.343,3.05
339/5/9,202.458,-1.55,0.369,0.204,1.256,3.05
339/5/13,196.559,1.809,2.893,4.241,-4.103,3.05
339/5/14,195.624,-4.754,-2.2,-3.862,6.494,3.05
340/32/6,332.957,1.859,2.801,-5.951,3.47,3.05
340/32/7,500.303,2.834,4.359,-9.254,5.282,3.05
340/32/8,360.912,2.052,3.168,-6.723,3.827,3.05
340/32/9,340.944,1.914,2.906,-6.171,3.572,3.05
340/32/13,324.052,5.591,3.307,-6.634,9.103,3.05
340/32/14,329.881,-1.956,2.139,-4.937,-2.318,3.05
340/10/6,339.819,1.859,2.801,2.594,-2.199,3.05
340/10/7,509.568,2.834,4.359,4.04,-3.36,3.05
340/10/8,367.775,2.052,3.168,2.939,-2.433,3.05
340/10/9,347.807,1.914,2.906,2.692,-2.266,3.05
340/10/13,330.914,5.591,3.307,3.452,-7.948,3.05
340/10/14,336.743,-1.956,2.139,1.587,3.65,3.05
342/36/6,352.136,-2.175,4.149,-8.729,-4.805,3.05
342/36/7,529.495,-3.264,6.409,-13.483,-7.211,3.05
342/36/8,381.517,-2.348,4.642,-9.764,-5.192,3.05
342/36/9,360.531,-2.225,4.29,-9.025,-4.915,3.05
342/36/13,350.073,1.626,3.806,-8.169,0.971,3.05
342/36/14,341.608,-5.902,4.28,-8.846,-10.414,3.05
342/12/6,358.999,-2.288,4.149,3.927,2.002,3.05
342/12/7,538.759,-3.416,6.409,6.067,2.977,3.05
342/12/8,388.379,-2.461,4.642,4.397,2.143,3.05
342/12/9,367.393,-2.337,4.29,4.061,2.043,3.05
342/12/13,356.936,1.513,3.806,3.44,-3.817,3.05
342/12/14,348.47,-6.015,4.28,4.211,7.761,3.05
343/46/6,601.897,0.771,12.44,-25.653,1.258,3.05
343/46/7,908.418,1.172,19.008,-39.203,1.904,3.05
343/46/8,654.219,0.841,13.656,-28.166,1.364,3.05
343/46/9,616.846,0.791,12.787,-26.371,1.288,3.05
343/46/13,588.215,4.44,10.633,-22.977,6.765,3.05
343/46/14,593.155,-2.929,13.725,-27.253,-4.295,3.05
343/15/6,608.759,0.771,12.44,12.288,-1.093,3.05
343/15/7,917.683,1.172,19.008,18.77,-1.671,3.05
343/15/8,661.082,0.841,13.656,13.485,-1.201,3.05
343/15/9,623.709,0.791,12.787,12.63,-1.124,3.05
343/15/13,595.077,4.44,10.633,9.455,-6.778,3.05
343/15/14,600.018,-2.929,13.725,14.607,4.638,3.05
344/54/6,502.666,1.533,13.637,-28.172,2.808,3.05
344/54/7,752.954,2.378,20.62,-42.611,4.357,3.05
344/54/8,543.37,1.728,14.859,-30.704,3.166,3.05
344/54/9,514.295,1.589,13.986,-28.895,2.91,3.05
344/54/13,497.688,4.837,10.034,-22.904,7.571,3.05
344/54/14,490.198,-1.854,16.717,-32.354,-2.109,3.05
344/19/6,509.528,1.533,13.637,13.422,-1.868,3.05
344/19/7,762.219,2.378,20.62,20.28,-2.897,3.05
344/19/8,550.233,1.728,14.859,14.615,-2.102,3.05
344/19/9,521.158,1.589,13.986,13.763,-1.935,3.05
344/19/13,504.551,4.837,10.034,7.701,-7.181,3.05
344/19/14,497.061,-1.854,16.717,18.632,3.545,3.05
361/51/6,539.624,0.755,-13.715,27.445,1.409,3.05
361/51/7,807.973,1.189,-20.792,41.594,2.223,3.05
361/51/8,583.071,0.866,-14.999,30.006,1.618,3.05
361/51/9,552.037,0.787,-14.082,28.177,1.469,3.05
361/51/13,534.484,0.009,-16.936,31.936,0.272,3.05
361/51/14,526.143,1.454,-9.944,21.857,2.456,3.05
361/18/6,546.486,0.755,-13.715,-14.387,-0.894,3.05
361/18/7,817.237,1.189,-20.792,-21.822,-1.404,3.05
361/18/8,589.934,0.866,-14.999,-15.74,-1.023,3.05
361/18/9,558.9,0.787,-14.082,-14.773,-0.931,3.05
361/18/13,541.347,0.009,-16.936,-19.719,0.245,3.05
361/18/14,533.005,1.454,-9.944,-8.474,-1.979,3.05
362/14/6,834.408,-4.55,13.762,-12.943,-5.296,3.05
362/14/7,1271.003,-7.078,21.276,-20.014,-8.233,3.05
362/14/8,913.239,-5.147,15.431,-14.526,-5.984,3.05
362/14/9,856.931,-4.721,14.239,-13.395,-5.493,3.05
362/14/13,823.013,-7.239,10.86,-7.963,-10.279,3.05
362/14/14,812.019,-1.605,15.949,-17.245,-0.019,3.05
362/42/6,822.208,-4.55,13.762,29.031,8.581,3.05
362/42/7,1254.533,-7.078,21.276,44.877,13.356,3.05
362/42/8,901.039,-5.147,15.431,32.538,9.715,3.05
362/42/9,844.731,-4.721,14.239,30.033,8.905,3.05
362/42/13,810.813,-7.239,10.86,25.159,11.801,3.05
362/42/14,799.819,-1.605,15.949,31.4,4.876,3.05
