m17,11.64 11.64 11.64 0.00 0.00 0.00,None,,m17,m17,17,-,-,-1e20   1e20
m18,23.19 23.19 23.19 0.00 0.00 0.00,None,,m18,m18,18,-,-,-1e20   1e20
m19,23.19 23.19 23.19 0.00 0.00 0.00,None,,m19,m19,19,-,-,-1e20   1e20
m20,11.64 11.64 11.64 0.00 0.00 0.00,None,,m20,m20,20,-,-,-1e20   1e20
m21,23.04 23.04 23.04 0.00 0.00 0.00,None,,m21,m21,21,-,-,-1e20   1e20
m22,45.15 45.15 45.15 0.00 0.00 0.00,None,,m22,m22,22,-,-,-1e20   1e20
m23,45.15 45.15 45.15 0.00 0.00 0.00,None,,m23,m23,23,-,-,-1e20   1e20
m24,23.04 23.04 23.04 0.00 0.00 0.00,None,,m24,m24,24,-,-,-1e20   1e20
m25,23.04 23.04 23.04 0.00 0.00 0.00,None,,m25,m25,25,-,-,-1e20   1e20
m26,45.15 45.15 45.15 0.00 0.00 0.00,None,,m26,m26,26,-,-,-1e20   1e20
m27,45.15 45.15 45.15 0.00 0.00 0.00,None,,m27,m27,27,-,-,-1e20   1e20
m28,23.04 23.04 23.04 0.00 0.00 0.00,None,,m28,m28,28,-,-,-1e20   1e20
m29,11.64 11.64 11.64 0.00 0.00 0.00,None,,m29,m29,29,-,-,-1e20   1e20
m30,23.19 23.19 23.19 0.00 0.00 0.00,None,,m30,m30,30,-,-,-1e20   1e20
m31,23.19 23.19 23.19 0.00 0.00 0.00,None,,m31,m31,31,-,-,-1e20   1e20
m32,11.64 11.64 11.64 0.00 0.00 0.00,None,,m32,m32,32,-,-,-1e20   1e20
m33,11.85 11.85 11.85 0.00 0.00 0.00,None,,m33,m33,33,-,-,-1e20   1e20
m34,24.06 24.06 24.06 0.00 0.00 0.00,None,,m34,m34,34,-,-,-1e20   1e20
m35,24.06 24.06 24.06 0.00 0.00 0.00,None,,m35,m35,35,-,-,-1e20   1e20
m36,11.85 11.85 11.85 0.00 0.00 0.00,None,,m36,m36,36,-,-,-1e20   1e20
m37,23.55 23.55 23.55 0.00 0.00 0.00,None,,m37,m37,37,-,-,-1e20   1e20
m38,46.59 46.59 46.59 0.00 0.00 0.00,None,,m38,m38,38,-,-,-1e20   1e20
m39,46.59 46.59 46.59 0.00 0.00 0.00,None,,m39,m39,39,-,-,-1e20   1e20
m40,23.55 23.55 23.55 0.00 0.00 0.00,None,,m40,m40,40,-,-,-1e20   1e20
m41,23.55 23.55 23.55 0.00 0.00 0.00,None,,m41,m41,41,-,-,-1e20   1e20
m42,46.59 46.59 46.59 0.00 0.00 0.00,None,,m42,m42,42,-,-,-1e20   1e20
m43,46.59 46.59 46.59 0.00 0.00 0.00,None,,m43,m43,43,-,-,-1e20   1e20
m44,23.55 23.55 23.55 0.00 0.00 0.00,None,,m44,m44,44,-,-,-1e20   1e20
m45,11.85 11.85 11.85 0.00 0.00 0.00,None,,m45,m45,45,-,-,-1e20   1e20
m46,24.06 24.06 24.06 0.00 0.00 0.00,None,,m46,m46,46,-,-,-1e20   1e20
m47,24.06 24.06 24.06 0.00 0.00 0.00,None,,m47,m47,47,-,-,-1e20   1e20
m48,11.85 11.85 11.85 0.00 0.00 0.00,None,,m48,m48,48,-,-,-1e20   1e20
m49,11.76 11.76 11.76 0.00 0.00 0.00,None,,m49,m49,49,-,-,-1e20   1e20
m50,24.35 24.35 24.35 0.00 0.00 0.00,None,,m50,m50,50,-,-,-1e20   1e20
m51,24.35 24.35 24.35 0.00 0.00 0.00,None,,m51,m51,51,-,-,-1e20   1e20
m52,11.76 11.76 11.76 0.00 0.00 0.00,None,,m52,m52,52,-,-,-1e20   1e20
m53,23.98 23.98 23.98 0.00 0.00 0.00,None,,m53,m53,53,-,-,-1e20   1e20
m54,48.02 48.02 48.02 0.00 0.00 0.00,None,,m54,m54,54,-,-,-1e20   1e20
m55,48.02 48.02 48.02 0.00 0.00 0.00,None,,m55,m55,55,-,-,-1e20   1e20
m56,23.98 23.98 23.98 0.00 0.00 0.00,None,,m56,m56,56,-,-,-1e20   1e20
m57,23.98 23.98 23.98 0.00 0.00 0.00,None,,m57,m57,57,-,-,-1e20   1e20
m58,48.02 48.02 48.02 0.00 0.00 0.00,None,,m58,m58,58,-,-,-1e20   1e20
m59,48.02 48.02 48.02 0.00 0.00 0.00,None,,m59,m59,59,-,-,-1e20   1e20
m60,23.98 23.98 23.98 0.00 0.00 0.00,None,,m60,m60,60,-,-,-1e20   1e20
m61,11.76 11.76 11.76 0.00 0.00 0.00,None,,m61,m61,61,-,-,-1e20   1e20
m62,24.35 24.35 24.35 0.00 0.00 0.00,None,,m62,m62,62,-,-,-1e20   1e20
m63,24.35 24.35 24.35 0.00 0.00 0.00,None,,m63,m63,63,-,-,-1e20   1e20
m64,11.76 11.76 11.76 0.00 0.00 0.00,None,,m64,m64,64,-,-,-1e20   1e20
m65,11.62 11.62 11.62 0.00 0.00 0.00,None,,m65,m65,65,-,-,-1e20   1e20
m66,23.68 23.68 23.68 0.00 0.00 0.00,None,,m66,m66,66,-,-,-1e20   1e20
m67,23.68 23.68 23.68 0.00 0.00 0.00,None,,m67,m67,67,-,-,-1e20   1e20
m68,11.62 11.62 11.62 0.00 0.00 0.00,None,,m68,m68,68,-,-,-1e20   1e20
m69,24.01 24.01 24.01 0.00 0.00 0.00,None,,m69,m69,69,-,-,-1e20   1e20
m70,47.15 47.15 47.15 0.00 0.00 0.00,None,,m70,m70,70,-,-,-1e20   1e20
m71,47.15 47.15 47.15 0.00 0.00 0.00,None,,m71,m71,71,-,-,-1e20   1e20
m72,24.01 24.01 24.01 0.00 0.00 0.00,None,,m72,m72,72,-,-,-1e20   1e20
m73,24.01 24.01 24.01 0.00 0.00 0.00,None,,m73,m73,73,-,-,-1e20   1e20
m74,47.15 47.15 47.15 0.00 0.00 0.00,None,,m74,m74,74,-,-,-1e20   1e20
m75,47.15 47.15 47.15 0.00 0.00 0.00,None,,m75,m75,75,-,-,-1e20   1e20
m76,24.01 24.01 24.01 0.00 0.00 0.00,None,,m76,m76,76,-,-,-1e20   1e20
m77,11.62 11.62 11.62 0.00 0.00 0.00,None,,m77,m77,77,-,-,-1e20   1e20
m78,23.68 23.68 23.68 0.00 0.00 0.00,None,,m78,m78,78,-,-,-1e20   1e20
m79,23.68 23.68 23.68 0.00 0.00 0.00,None,,m79,m79,79,-,-,-1e20   1e20
m80,11.62 11.62 11.62 0.00 0.00 0.00,None,,m80,m80,80,-,-,-1e20   1e20
m81,11.68 11.68 11.68 0.00 0.00 0.00,None,,m81,m81,81,-,-,-1e20   1e20
m82,23.56 23.56 23.56 0.00 0.00 0.00,None,,m82,m82,82,-,-,-1e20   1e20
m83,23.56 23.56 23.56 0.00 0.00 0.00,None,,m83,m83,83,-,-,-1e20   1e20
m84,11.68 11.68 11.68 0.00 0.00 0.00,None,,m84,m84,84,-,-,-1e20   1e20
m85,23.38 23.38 23.38 0.00 0.00 0.00,None,,m85,m85,85,-,-,-1e20   1e20
m86,46.47 46.47 46.47 0.00 0.00 0.00,None,,m86,m86,86,-,-,-1e20   1e20
m87,46.47 46.47 46.47 0.00 0.00 0.00,None,,m87,m87,87,-,-,-1e20   1e20
m88,23.38 23.38 23.38 0.00 0.00 0.00,None,,m88,m88,88,-,-,-1e20   1e20
m89,23.38 23.38 23.38 0.00 0.00 0.00,None,,m89,m89,89,-,-,-1e20   1e20
m90,46.47 46.47 46.47 0.00 0.00 0.00,None,,m90,m90,90,-,-,-1e20   1e20
m91,46.47 46.47 46.47 0.00 0.00 0.00,None,,m91,m91,91,-,-,-1e20   1e20
m92,23.38 23.38 23.38 0.00 0.00 0.00,None,,m92,m92,92,-,-,-1e20   1e20
m93,11.68 11.68 11.68 0.00 0.00 0.00,None,,m93,m93,93,-,-,-1e20   1e20
m94,23.56 23.56 23.56 0.00 0.00 0.00,None,,m94,m94,94,-,-,-1e20   1e20
m95,23.56 23.56 23.56 0.00 0.00 0.00,None,,m95,m95,95,-,-,-1e20   1e20
m96,11.68 11.68 11.68 0.00 0.00 0.00,None,,m96,m96,96,-,-,-1e20   1e20
m97,11.71 11.71 11.71 0.00 0.00 0.00,None,,m97,m97,97,-,-,-1e20   1e20
m98,23.33 23.33 23.33 0.00 0.00 0.00,None,,m98,m98,98,-,-,-1e20   1e20
m99,23.33 23.33 23.33 0.00 0.00 0.00,None,,m99,m99,99,-,-,-1e20   1e20
m100,11.71 11.71 11.71 0.00 0.00 0.00,None,,m100,m100,100,-,-,-1e20   1e20
m101,23.16 23.16 23.16 0.00 0.00 0.00,None,,m101,m101,101,-,-,-1e20   1e20
m102,46.64 46.64 46.64 0.00 0.00 0.00,None,,m102,m102,102,-,-,-1e20   1e20
m103,46.64 46.64 46.64 0.00 0.00 0.00,None,,m103,m103,103,-,-,-1e20   1e20
m104,23.16 23.16 23.16 0.00 0.00 0.00,None,,m104,m104,104,-,-,-1e20   1e20
m105,23.16 23.16 23.16 0.00 0.00 0.00,None,,m105,m105,105,-,-,-1e20   1e20
m106,46.64 46.64 46.64 0.00 0.00 0.00,None,,m106,m106,106,-,-,-1e20   1e20
m107,46.64 46.64 46.64 0.00 0.00 0.00,None,,m107,m107,107,-,-,-1e20   1e20
m108,23.16 23.16 23.16 0.00 0.00 0.00,None,,m108,m108,108,-,-,-1e20   1e20
m109,11.71 11.71 11.71 0.00 0.00 0.00,None,,m109,m109,109,-,-,-1e20   1e20
m110,23.33 23.33 23.33 0.00 0.00 0.00,None,,m110,m110,110,-,-,-1e20   1e20
m111,23.33 23.33 23.33 0.00 0.00 0.00,None,,m111,m111,111,-,-,-1e20   1e20
m112,11.71 11.71 11.71 0.00 0.00 0.00,None,,m112,m112,112,-,-,-1e20   1e20
m113,11.73 11.73 11.73 0.00 0.00 0.00,None,,m113,m113,113,-,-,-1e20   1e20
m114,22.95 22.95 22.95 0.00 0.00 0.00,None,,m114,m114,114,-,-,-1e20   1e20
m115,22.95 22.95 22.95 0.00 0.00 0.00,None,,m115,m115,115,-,-,-1e20   1e20
m116,11.73 11.73 11.73 0.00 0.00 0.00,None,,m116,m116,116,-,-,-1e20   1e20
m117,22.64 22.64 22.64 0.00 0.00 0.00,None,,m117,m117,117,-,-,-1e20   1e20
m118,45.51 45.51 45.51 0.00 0.00 0.00,None,,m118,m118,118,-,-,-1e20   1e20
m119,45.51 45.51 45.51 0.00 0.00 0.00,None,,m119,m119,119,-,-,-1e20   1e20
m120,22.64 22.64 22.64 0.00 0.00 0.00,None,,m120,m120,120,-,-,-1e20   1e20
m121,22.64 22.64 22.64 0.00 0.00 0.00,None,,m121,m121,121,-,-,-1e20   1e20
m122,45.51 45.51 45.51 0.00 0.00 0.00,None,,m122,m122,122,-,-,-1e20   1e20
m123,45.51 45.51 45.51 0.00 0.00 0.00,None,,m123,m123,123,-,-,-1e20   1e20
m124,22.64 22.64 22.64 0.00 0.00 0.00,None,,m124,m124,124,-,-,-1e20   1e20
m125,11.73 11.73 11.73 0.00 0.00 0.00,None,,m125,m125,125,-,-,-1e20   1e20
m126,22.95 22.95 22.95 0.00 0.00 0.00,None,,m126,m126,126,-,-,-1e20   1e20
m127,22.95 22.95 22.95 0.00 0.00 0.00,None,,m127,m127,127,-,-,-1e20   1e20
m128,11.73 11.73 11.73 0.00 0.00 0.00,None,,m128,m128,128,-,-,-1e20   1e20
m129,11.53 11.53 11.53 0.00 0.00 0.00,None,,m129,m129,129,-,-,-1e20   1e20
m130,22.53 22.53 22.53 0.00 0.00 0.00,None,,m130,m130,130,-,-,-1e20   1e20
m131,22.53 22.53 22.53 0.00 0.00 0.00,None,,m131,m131,131,-,-,-1e20   1e20
m132,11.53 11.53 11.53 0.00 0.00 0.00,None,,m132,m132,132,-,-,-1e20   1e20
m133,22.73 22.73 22.73 0.00 0.00 0.00,None,,m133,m133,133,-,-,-1e20   1e20
m134,44.9 44.9 44.9 0.00 0.00 0.00,None,,m134,m134,134,-,-,-1e20   1e20
m135,44.9 44.9 44.9 0.00 0.00 0.00,None,,m135,m135,135,-,-,-1e20   1e20
m136,22.73 22.73 22.73 0.00 0.00 0.00,None,,m136,m136,136,-,-,-1e20   1e20
m137,22.73 22.73 22.73 0.00 0.00 0.00,None,,m137,m137,137,-,-,-1e20   1e20
m138,44.9 44.9 44.9 0.00 0.00 0.00,None,,m138,m138,138,-,-,-1e20   1e20
m139,44.9 44.9 44.9 0.00 0.00 0.00,None,,m139,m139,139,-,-,-1e20   1e20
m140,22.73 22.73 22.73 0.00 0.00 0.00,None,,m140,m140,140,-,-,-1e20   1e20
m141,11.53 11.53 11.53 0.00 0.00 0.00,None,,m141,m141,141,-,-,-1e20   1e20
m142,22.53 22.53 22.53 0.00 0.00 0.00,None,,m142,m142,142,-,-,-1e20   1e20
m143,22.53 22.53 22.53 0.00 0.00 0.00,None,,m143,m143,143,-,-,-1e20   1e20
m144,11.53 11.53 11.53 0.00 0.00 0.00,None,,m144,m144,144,-,-,-1e20   1e20
m145,11.69 11.69 11.69 0.00 0.00 0.00,None,,m145,m145,145,-,-,-1e20   1e20
m146,22.76 22.76 22.76 0.00 0.00 0.00,None,,m146,m146,146,-,-,-1e20   1e20
m147,22.76 22.76 22.76 0.00 0.00 0.00,None,,m147,m147,147,-,-,-1e20   1e20
m148,11.69 11.69 11.69 0.00 0.00 0.00,None,,m148,m148,148,-,-,-1e20   1e20
m149,22.26 22.26 22.26 0.00 0.00 0.00,None,,m149,m149,149,-,-,-1e20   1e20
m150,43.86 43.86 43.86 0.00 0.00 0.00,None,,m150,m150,150,-,-,-1e20   1e20
m151,43.86 43.86 43.86 0.00 0.00 0.00,None,,m151,m151,151,-,-,-1e20   1e20
m152,22.26 22.26 22.26 0.00 0.00 0.00,None,,m152,m152,152,-,-,-1e20   1e20
m153,22.26 22.26 22.26 0.00 0.00 0.00,None,,m153,m153,153,-,-,-1e20   1e20
m154,43.86 43.86 43.86 0.00 0.00 0.00,None,,m154,m154,154,-,-,-1e20   1e20
m155,43.86 43.86 43.86 0.00 0.00 0.00,None,,m155,m155,155,-,-,-1e20   1e20
m156,22.26 22.26 22.26 0.00 0.00 0.00,None,,m156,m156,156,-,-,-1e20   1e20
m157,11.69 11.69 11.69 0.00 0.00 0.00,None,,m157,m157,157,-,-,-1e20   1e20
m158,22.76 22.76 22.76 0.00 0.00 0.00,None,,m158,m158,158,-,-,-1e20   1e20
m159,22.76 22.76 22.76 0.00 0.00 0.00,None,,m159,m159,159,-,-,-1e20   1e20
m160,11.69 11.69 11.69 0.00 0.00 0.00,None,,m160,m160,160,-,-,-1e20   1e20
m161,10.65 10.65 10.65 0.00 0.00 0.00,None,,m161,m161,161,-,-,-1e20   1e20
m162,22.15 22.15 22.15 0.00 0.00 0.00,None,,m162,m162,162,-,-,-1e20   1e20
m163,22.15 22.15 22.15 0.00 0.00 0.00,None,,m163,m163,163,-,-,-1e20   1e20
m164,10.65 10.65 10.65 0.00 0.00 0.00,None,,m164,m164,164,-,-,-1e20   1e20
m165,21.31 21.31 21.31 0.00 0.00 0.00,None,,m165,m165,165,-,-,-1e20   1e20
m166,43.51 43.51 43.51 0.00 0.00 0.00,None,,m166,m166,166,-,-,-1e20   1e20
m167,43.51 43.51 43.51 0.00 0.00 0.00,None,,m167,m167,167,-,-,-1e20   1e20
m168,21.31 21.31 21.31 0.00 0.00 0.00,None,,m168,m168,168,-,-,-1e20   1e20
m169,21.31 21.31 21.31 0.00 0.00 0.00,None,,m169,m169,169,-,-,-1e20   1e20
m170,43.51 43.51 43.51 0.00 0.00 0.00,None,,m170,m170,170,-,-,-1e20   1e20
m171,43.51 43.51 43.51 0.00 0.00 0.00,None,,m171,m171,171,-,-,-1e20   1e20
m172,21.31 21.31 21.31 0.00 0.00 0.00,None,,m172,m172,172,-,-,-1e20   1e20
m173,10.65 10.65 10.65 0.00 0.00 0.00,None,,m173,m173,173,-,-,-1e20   1e20
m174,22.15 22.15 22.15 0.00 0.00 0.00,None,,m174,m174,174,-,-,-1e20   1e20
m175,22.15 22.15 22.15 0.00 0.00 0.00,None,,m175,m175,175,-,-,-1e20   1e20
m176,10.65 10.65 10.65 0.00 0.00 0.00,None,,m176,m176,176,-,-,-1e20   1e20
